comment,sentiment
" Sau một tuần sử dụng thấy máy nóng chỉ vào Zalo Facebook Youtube mà máy nóng thôi rồi sạc pin cũng vậy , vào mạng kém pin xuống nhanh. nạp đầy pin ko sử dụng để từ 23h tới 07h ko dùng tụt 14% phin",0
 Mới mua cho pt s nghe nói pin tuột nhanh hơi lo không biết nữa hì vọng sẻ sài ổn,1
" Đã mua 3 ngày. So sánh với vsmart live và huawei 2i đã sử dụng pin rõ chán. Tần suất sử dụng ít hơn hẳn mấy cái trước mà pin làm mới nửa ca còn 20% pin. Chỉ zalo, lâu lâu lướt face, game cờ tướng nhẹ, youtube nếu so ngang pin máy 2F này bằng một nửa máy đã sử dụng. Còn cấu hình mượt đẹp, chụp hình cũng tốt.",0
 Sử dụng máy tốt đặc biệt là pin đung rất nâu.câu. Hình rất ổn định.chơi gem rất mượt mà ko bị nóng máy .đợi với tôi máy dùng rất ok,1
 Đã mua và khá chán khi nghe nv tư vấn! Chơi game liên quân giật nhộn lên!ae mua nên cân nhắc,0
 Máy mới mua nhưng 1 đêm hao 5 phần trăm pin mặc dù để ở chế độ tiết kiệm pin và bật chế độ máy bay,0
 Mua máy đk 1 tháng cảm nhận như sau Pin tụt quá nhanh khi chơi game và chơi tầm 30p là máy có hiện tượng nóng Máy dung lượng 128g  ram 8g mà chơi game hay bị lag giựt  Một vấn đề kg hài lòng nữa là gọi điện call video fb zl hay dùng sim gọi nc bằng tai nghe là giọng bị đứt quãng kg nghe rõ cứ ặc ặc rất khó chịu,0
 Máy Sài lỗi quá nhiều hết app này đến app khác còn lỗi âm thanh nữa pin tuột hơi nhanh thất vọng,0
" Khoái nhất con này ở khoảng pin, mình chỉ dùng tác vụ nhẹ nên mỗi ngày chỉ sạc một lần (y) ",1
" Máy phù hợp trong tầm giá, với mặt lưng bằng kính sang trọng, thiết kế rất đẹp. Camera tốt, chế độ chụp đêm giúp chụp rõ chỉ tiết. Mình chơi liên quân bật max setting, fps cao vẫn ổn, mặc dù đôi lúc vào combat hơi giật lắc và 1 phần do ảnh hưởng tốc độ mạng. Màn hình không khuyết điểm giúp mình có trải nghiệm tốt hơn, camera thò thụt nhạy. Về vân tay cảm biến thì đôi khi hơi chậm. Nói chung là máy đáng mua. Bên dưới là hình ảnh mình chụp với chế độ đêm.",1
" Mua được 3 tháng, Màn hình rất đẹp ko khuyết tật. Pin mới mua tuột nhanh sau vài lần sạc qua đêm thì ổn định, xem Youtube, chơi game nhẹ 6-7 tiếng. Sạc siêu nhanh 1h là đầy 90%. Chip helio ko ảnh hưởng tại cũng không chơi game nặng. Chụp ảnh ok, cam trước ảo. Nói chung là những bạn mua để chơi game thì ko nên mua máy này. Còn những bạn thích camera, thiết kế đẹp thì xài ok",1
" anh em không nên mua ! giới thiệu là camera phone mà chất lượng camera như con ku , màn hình trung bình kém xem phim trên youtube bị rổ khá nhiều ,cấu hình kém , pin tụt nhanh hơn tụt quần , bắt sóng wifi + 4g cực kỳ kém . chơi game thì thôi luôn cái galaxy j7prime cổ lổ sỉ của mình chơi liên quân ầm ầm , còn máy này thì cứ đơ đơ giật giật dù đã chỉnh chất lượng hiển thị xuống mức thấp nhất .... anh em nên cân nhắc 8tr k phải là nhỏ , tôi đánh giá chất lượng máy này chỉ tầm dưới 6tr . lần đầu được bạn mua tặng và thất vọng với hàng tàu vô cùng , từ nay tẩy chay oppo",0
" Máy tốt. Ngoại trừ camera trước. Vô lên cam thì rất đẹp. Bấm chụp xong cho ra bức ảnh xấu oắc, k giống lúc hiển thị ",1
" Cho em hỏi, em mua máy được 1 tháng rồi nhưng do tăng ca bận quá không trực tiếp ra hỏi được, máy luôn hiện rất nhiều quảng cáo trong khi đã tắt màng hình và không sử dụng, lúc đang lướt fb hoặc làm gì đó thì máy tự động nhảy qua những trang báo, điện thoại lúc thì chóp nhá không hiểu tại sao,hic",0
" Mình mua được 2 ngày rồi. Thật sự mình hài lòng với tầm giá này. Đây là chiếc điện thoại đáng để xem xét. Mình đang xài IP 7, xài máy này thích hơn nhiều. Giá 8 triệu còn được giảm hơn 500k vì đã mua hàng trước đây.  ",1
 Mua con này được 2 tuần mình cũng chơi game hoặc xài nhìu ứng dụng lâu mà ko bị nóng máy khá mượt trong tầm giá. Camera thiết kế thì khỏi bàn. Mình su dụng nhìu nhưng pin xài cả ngày mới hết. Sạc nhanh tầm 50p là đầy.. thấy ko như nhìu bạn bình luận là máy đơ hay tuột bin nhanh.,1
 Mới mua dùng được nửa thánng. Ưu điểm: máy sạc nhanh chụp ảnh đẹp chơi game mượt . Nhược điểm: pin xuống nhanh nếu chơi game bật mạng. Loa ko to lắm vân tay ko mượt ,1
 Mua máy được 1 tuần...pin tuột hơi nhanh...nhưng nếu chơi 1 vài trận game...lượt web..facebook zalo hay tiktok các kiểu thì tầm đến 18h chiều mới cắm sạc....còn lại về hiệu năng..camera đều rất ổn..,1
" Mới mua và dùng được một hôm cảm thấy máy khá OK ko như nhiều người nói. Đặc biệt điểm cộng khi mua ở thegioididong là nhân viên khá nhiệt tình, cảm thấy rất hài lòng.",1
" Máy mượt; chụp hình đủ sáng rất là nét.Pin sạc rất là nhanh . Chơi liên quân bật max setting vẫn rất mượt, có điều chơi  lâu thì máy hơi nóng. Thiết kế đẹp, vừa vặn cầm  thích tay.Bảo mật vân tay và khuôn mặt nói chung là nhạy. Oppo reno 2f rất tuyệt vời với giá tiền . Nên mua",1
 Đây là chiếc điện thoại tôi dùng có camera sau tệ tệ nhất nhất tôi từng dùng! Quay video thật sự gốm khủng khiếp! Lm 4 camera chi cho chất lượng tệ hại đến không thể chấp nhận nổi! Góc siêu rộng thì thôi khỏi nói! Quá kinh khủng! Hột mưa còn hơn cả tivi mất đài!!,0
" Máy mượt, chơi game lâu bị nóng, pin thì nếu có chơi game nhiều thì khoảng 6-7h. Sạc rất nhanh đầy pin.",1
" Máy mua được gần 1 tháng, sạc pin rất nhanh, mượt lắm ko có bị tuột pin nhanh như mọi người nghĩ đâu. Xứng đáng đồng tiền bát gạo",1
 Đt quá tệ bất wifi thì đầy sóng tạm được. Còn sim thì bất sóng tệ hơn.vào mạng .H ! cứ quay mải Hối hận đã chọn e này.thua con ss A5 cua mình gắn sim qua chạy phà phà,0
 Thông báo hoài không tắt được. Vài phút thông báo 1 lần. Vô cùng khổ sở. TGDĐ cũng bó tay,0
 Đã mua tại thế giới di động thị xã An Khê gia Lai...qua 48h sử dụng cảm nhận máy rất đẹp mượt mà hợp cho mình làm vlog camera chụp hình quay video rất đẹp.. nhân viên rất nhiệt tình và dễ thương...pin rất trâu nha mọi người...sau này sẽ bình luận tiếp nha.. quá đẹp và sang trọng..,1
" Máy tốt, màn hình nhạy hơn hẳn những dòng máy phân khúc tầm trung mà mình từng sử dụng ( Lenovo, huawei ,xaomiao) khi trải nghiệm liên quân , pubg .. có sự khác biệt rõ rệt, camera nhận diện hoạt động mạnh trong môi trường ánh sáng yếu ớt,sạc nhanh trong vòng 60',NV cửa hàng nhiệt tình thân thiện( 304_306 giải phóng tt phước an krông  păk Đăk Lăk)",1
 Máy đẹp chụp hình xinh sài khá êm ~ pin thì cũng ok sài được nữa ngày do chiến game nhưng nếu không chiến game chắt cả ngày zậy cũng trâu rồi ! Chơi game không giật laq gì lúc mua còn được khuyến mãi giảm 1 triệu nói chung k gì để chê 1 dòng mày 8G ram 128Gb bộ nhớ màu thì lại đẹp mắt khi quyết định mua em này là đúng xứng đáng,1
" sản phẩm dùng tốt, với tuần đầu 1 số bạn sẽ cảm thấy bin tụt nhanh khi k sử dụng đừng lo bạn sạc 8h 3 lần là sẽ sử dụng ổn định. cảm ứng và cảm biến vân tay mượt, chip p70 cùng với ram 8g cho các bạn chơi game bupg hay liên quân k lắc, nếu lắc bạn hãy để í kết nối mạng, chụp hình rất đẹp khi bạn chụp người hay chân dung, xoá phông, chụp đêm, còn chụp cảnh thì xác định...điểm trừ máy thiết kế khá nặng, xài lâu dần hút wifi và 4g có vẻ yếu..",1
" Sau 10 ngày sử dụng: cảm ứng mượt, vân tay khá nhạy dù tay vẫn đồ mồ hôi ( mấy bạn nói k nhạy chắc do đặt ngón tay chưa đúng : khi cài đặt vân tay nên xoay trở ngón tay nhiều hướng sẽ dễ mở thôi), camera đẹp khỏi bàn, macro xoá phông mịt mờ, mấy bạn nói máy lag chắc do chiến game nặng, mình ít chơi game nên k vấn đề... Xem Youtube cả ngày mới hết pin mà máy không có dấu hiệu nóng như con samsung đang xài. Sạc nhanh kinh khủng, loa toa cực kì ( tai nghe khuyến mãi cũng to mà : 1 số bạn bảo là nhỏ chắc chưa điều chỉnh tai nghe rồi ( đọc kĩ sách HDSD nhé))  Điểm trừ: tuột pin nhanh, cái ốp tặng bám bụi với vân tay kinh khủng.",1
" Thứ nhất: độ sáng 35 % không auto, xem Facebook và nhắn messenger, các ứng dụng ngầm khác đã tắt hết, trong 47 phút mất 13%pin, tương ứng vs tam suất pin chỉ dùng dc 6,025 tiếng đồng hồ thậm chí kém hơn.  Thứ 2, chỉ xem Facebook, cảm nhận ở tay là máy nóng. Mua máy tới hôm nay là 8 ngày, cảm thấy mất niềm tin. Thứ 3, tgdd có gọi cho tôi, bảo đem ra kiểm tra, nếu lỗi của nhà sản xuất dc đổi mới nhưng ko nói thế nào mới là lỗi của Nsx. Nếu đem đi kiểm tra tôi ko biết bao nhiêu ngày. Trong thời gian đó có tính tiền khấu hao cho tôi ko ? Chính sách bán hàng khấu hao của các ông khách hàng ko biết khấu hao à ?  Thứ 4, tgdd kinh doanh mặc hàng như thế làm mât lòng tin khách hàng để đổi lại lợi nhuận, đổi lại lợi nhuận bằng cách khấu trừ 20% giá trị sản phẩm Các ông nghĩ như thế nào ?  Tóm lại quá tệ cho 1 sản phẩm, quá tệ cho 1 thương hiệu.",0
 Sạc rất nhanh luôn cỡ gần tiếng là đầy nhưng pin xuống cũng vô cùng nhanh. 1 ngày chỉ thỉnh thoảng cầm lướt face rồi chat 1 lúc mà pin xuống nhiều rồi. Nếu dùng nhiều hơn chút chắc k đc 1 ngày. 1 điểm nữa là bắt wifi cũng k tốt lắm khi mà wifi rất mạnh mọi máy cũ xung quanh bắt ok mà máy này cứ quay quay hoài. Cảm nhận sau 7 ngày sd,0
 Máy sài ổn.ok .điểm trừ la nv dán keo mặt sao lam  bị trầy dt mjk .cam thấy k hài lòng,0
" Máy sài được  , nhân viên dán keo dt ẩu kinh khung  .dt mới ma dán máy mjk mà trầy 3 đường. thấy mà nóng ruôt",0
 - Vừa lụm 2 ở TGDD HTP Q7 mấy chị nhân viên tư vấn vui vẻ nhiệt tình có mấy bác đòi hỏi cao quá sao ko mua tầm ip 11 hay XS mà sài dưới giá 10 củ mà đòi hỏi cao quá nào là cấu hình cao pin phải nhiều đc cái này thì mất cái cia Tuii sài đc mấy ngày máy ổn Tuii chơi nhiều game máy mượt 2 đứa sử dụng b.t pin tầm 1 ngày bù lại sạc nhanh camera OK còn phần vân tay đó nó nằm trên mặt kính nên ko thể tránh khỏi ko đính bụi nên nó đôi lúc ko nhạy như mặt sau chứ ko phải là ko nhạy nhé đó là theo ý kiến của mình đã sử dụng qua,1
" máy tốt không hiểu sao một số bạn comment như vậy may là mùa rồi mới xem đánh giá. Cái cảm ưng vân tay chắc do các bạn không biết cài đặt, phần pin mình thấy OK nghe nhạc chạy đa nhiệm khi lái xe Pin không tuột nhé, khi mới mua máy bạn nên dùng cạn pin rồi tât máy sạc đầy 💯 pin sẽ chạy rất khẻo nhé. mình thấy một số bạn không biết cách dùng comment như vậy tội em nó.",1
 Để mình nói cho các bạn nghe. Mình dùng 4 cái đt Oppo rồi. Dùng qua tầm10 cái đt cảm ứng tầm trung. 4-6tr. Lần này mua cái trả góp này 8tr1 . Đt Ngay càng ngày càng đi lên . Giờ cái đt này lại đi xuống. Giá cao hơn những cái trước mình dùng. Mà tệ hết chổ nói. Nóng máy. Sụt pin nhanh. Chụp hình xấu. Đơ đơ lắc lắc. Mình hay chơi liên quân. Trước dùng Oppo k3 nó ít tiền hơn mà k nóng lắc như máy này. Cấu hình cao làm gì vậy. Tiền nhiều làm gì. Hối hận thật. Sài lầm nghe lời nhân viên . Bảo chip p70 hơn snap 710 đó . Ram 8gn thua máy samsung ram 2gb. Nhân viên thì nhiệt tình mà tư vấn rỏ chán..chơi liên quân cấu hình thấp nóng lắc muốn cháy tay. Giờ có ad nào thấy xin giải quết. Lổi máy hay là do máy vậy.còn 4 cái camera mọc cho hay thua máy 2 cái nản thật ,0
 Sau 3 ngày sử dụng mình thấy mọi thấy đều ok..chỉ trừ pin tuột hơi nhanh..không biết vì máy mới nên pin vẫn chưa ổn định hay không...mình cũng đã chơi thử 1 số game nặng để ở đồ hoạ bình thường chơi rất mượt...,1
 Mới mua máy được 1 tuần thấy máy dùng rất mượt.Pin rất tốt không thấy sụt pin như các bạn nói.Vân tay và mở khóa khuôn mặt rất nhạy. Rất đáng mua.,1
 Mình mua Oppo Reno 2f ở điện máy xanh được 3 ngày rồi...nhìn chung mọi thứ đều rất tốt chỉ trừ pin tuột hơi nhanh..nhưng bù lại có sạc nhanh nên cũng không vấn đề gì,1
" Nhanh hết pin, chính sách đổi hàng quá rườm rà mà phải tốn phí và mất thời gian. Các ông xem lại chính sách của các ông đi.",0
 Minh thấy ok . mình mới mua oppo reno2 F .,1
 Cảm biến vân tay kém mở mãi mới được. hệ thống máy xử lý chậm.cam kém. Thất vọng khi mua máy này . chốt lại chỉ có nhân viên dễ thương nhiệt tình ,0
" Sai lầm khi mua máy này. Pin tuột ko phanh, wifi băt kém âm thanh chìm, vân tay án mãi mới mở dc. Tóm lại là máy quá kém",0
 Thiết kế nhiều camera máy nhìn ko đẹp nỗi máy có tiền lên mua iPhone mọi ng nhé máy dùng quá chán,1
" Lần đầu mình dùng OPPO, nhận xét của mình là rất tệ. Pin sạc nhanh và tuột cũng không kém so với tốc độ sạc. Máy ảnh thì thôi khỏi phải bàn tiếp nữa, camera sau quảng cáo cho dữ dội, chụp còn thua xa so với con SS A6 của mình (hình như A6 chỉ có 16MP), phóng to lên thì chẳng khác J1 là mấy, đừng so sánh tới Sony hay hãng nào khác. Nói chung là 1 trải nghiệm thất bại. Khuyên mấy bạn trong tay có 8tr nên chọn dòng khác ổn hơn, chân thật hơn 😂",0
" Mọi thứ xài thì khá ok, chỉ có pin tuột nhanh kinh khủng, không xài cũng tuột 100% chực được 5p là còn 95% ý là không chưa game đó",0
 Pin nhanh hết vân tay cũng chưa đk nhạy  Nhân vien tgdd tư vấn nhiệt tình dễ thương 5 sao về phong cách bán hàng,0
 Sản phẩm sài rất tốt .,1
" mình mua đc 5 ngày rồi máy dùng ok dễ dùng, pin nếu sạc đầy m dùng đc 1.5 ngày nhưng chắc do m k chơi game, chỉ vào FB , ZL và Youtobe, vân tay k đc nhạy cho lắm . nhân viên tgdd nhiệt tình tư vấn và hòa nhã tư vấn nhiệt tình . TGDD lam sơn thọ xuân thanh hóa",1
 Sản phẩm đẹp có cái hơi mau hết pin mặc dù là pin 4.000mAh còn lại tất cả đều ok,1
" Nhìn chung , nhân viên siêu thị thân thiện , đúng là hơi khó chịu về gặp nhân viên lúc nào cũng chào khiến khách hàng không được thoải mái, hơn nữa nhân viên mời chào mua thêm các phụ kiện như : sim , sạc dự phòng , bình giữ nhiệt .........hơi nhiều . Tạo cảm giác là chăn dắt khách hàng hơi nhiều , Mình mua máy Oppo reno2 F tổng thể máy ok , nhưng máy này có bị điểm trừ là nhanh xuống pin mặc dù mới đập hộp. Tạm thời mình tiếp tục trải nghiệm có vấn đề gì mình sẽ feedback cho mọi người tiếp. Điện Máy Xanh - Thanh Sơn - Phú Thọ.",0
" Rất vừa ý, đẹp và sang, chắc mình mua nhầm máy ngon nên giờ chưa thấy gì bất thường,chỉ có lúc đầu cài nhạc không được phải reset máy mới ok, nhân viên TGDĐ thì tuyệt vời",1
 Pin tuột hơi bị nhanh đấy. Chỉ lướt fb. Bật tiết kiệm pin mà có 10p từ 90 còn 84% . Cảm biến vâng tay tạm thôi . Chụp hình đẹp. Chỉ k hài lòng về pin của con này thôi. Bù lại sạc nhanh nên cũng đỡ,1
 Mik mới mua máy đc 3 ngày thấy pin tụt nhanh để không sáng ngủ dậy mất tầm hai mấy % mà pin 4000 mà dùng nhanh hết pin nắm ,0
" mới mua dc hơn tuần thấy pin trâu bò sạc tầm 1 tiếng đầy ặc pin rồi,cấu hình khủng chơi game cũng mượt nếu để chế độ HD còn hơn thì thỉnh thoảng hơi lag nhẹ,nói chung trong tầm giá này khá ổn .",1
 Máy dùng khá mượt. Máy chiến game ổn định. Cảm biến vân tay nhạy... Pin cũng không tụt gì mấy. Camera thì khỏi phải bàn.... Trong tầm giá này vẫn mua được mặt lưng bằng kính còn máy thì hơn 10tr đồng vẫn full nhựa đấy thôi.... Đòi hỏi chi nhiều với tầm giá này,1
 Mik ms mua e này thấy sài OK mik chơi game nhẹ lên ko đòi hỏi gì nhiều nhưng theo mik biết thì máy mik tụt Pin rất nhanh không biết sao nữa ...,1
" Đã sài đc 1 tháng , cảm thấy máy rất ok , chơi game mượt pin không tụt như mấy bạn hay nói , để từ đêm tới sáng chỉ tụt 3% , gia đình đã 5 con oppo con nào cũng khá hài lòng ",1
" Sản phẩm Oppo này quá tệ,sai lầm khi nghe quảng cáo rầm rộ về loại Oppo này,sản phẩm tệ quá nhiều thứ,từ cấu hình,vân tay,độ bảo mật,pin thì khỏi nói tụt như hạck,nói chung túi cho 1 sao là cho mấy e nhân viên bán hàng thôi chứ cái thứ đông Oppo này tui sài lần cuối mà nó bị đơ quá chắc mại tui vứt cho rồi,bỏ 9tr mua đt chán,cách li Oppo đi ae ơi,loại này đem vứt đi chợ rồi, còn thua Samsung vs iPhone nhiều lắm",0
 Mua được một ngày thấy pin nhanh hết quá.. còn lại đang trải nghiệm.. sản phẩm nhìn đẹp .. nhân viên nhiệt tình  ,0
 Mua đc 2ngày . ức chế với cảm ứng vân tay.tệ dã mang đt mới mà bắt văn tay như khỉ họ..chán kém thất vọg.sai lầm..trong tầm đc nhiều con ngon hơn.. đâu faỉ rẻ mà tệ.lần đầu xài Oppo cũng là lần cuối.. nhân viên thì OK.vui vẻ nhiệt tình thân thiện dễ thương,0
" Máy tụt pin khá nhanh, camera sau chụp hình trong điều kiện ánh sáng tốt ko zoom thì nhìn khá đẹp, nhưng khi zoom lại thì nhìn mặt mũi toàn là hột lựu!! Haizz! Quá tệ cho camera và pin! Còn cái nữa, mới dùng mấy ngày mà trong máy đôi lúc bị chậm phản hồi  đối vs các tác vụ, cụ thể như: khi bật messenger bằng biểu tượng messenger khi trong trang cá nhân bên app Facebook thì phải mất 5giây để biểu tượng nổi của messenger xuất hiện, còn có trường hợp đang chọn ảnh để gửi của app messenger ( bằng biểu tượng nổi) thì cứ bị nhảy qua trang của ng #, cực kì khó chịu!!",1
 Vân tay kém.chán.thất vọng,0
 Dùng được 20 ngày cảm nhận máy khá ok . Lúc mới sài thấy pin hết nhanh .nhưng bù lại sạc bao nhanh đầy dần dần thấy bt ..đúng là quảng cáo hơi nhiều nhưng vẫn ko hối hận khi mua...,1
 Yếu điểm của đt là pin hết nhanh ! Còn lại tất cả thì đều OK hết !! Nhân viên bán hàng nhiệt tình chu đáo !! Đã mua tại ĐMX Bố Hạ Yên Thế Bắc Giang ,1
 Sản phảm tốt với tầm gjá chỉ là cảm ứng vân tay chưa nhạy chậm  pin vừa đủ dùng  Cầm máy lặng tay hơn những máy khác ,0
" Sau hơn nửa tháng sử dụng, có nhận xét như sau: - Về hiệu năng: Máy chạy nhanh, wifi bật là có, thông báo các thứ khi có kết nối mạng hiển thị ngay lập tức. Mình không chơi game nặng nên không rõ. Pin ban ngày chủ yếu nghe gọi, dùng trưa và ban đêm 4-5 tiếng thì tầm 2 ngày. Sạc nhanh nữa nên không lo lắng về pin. Có điểm trừ như nhiều người đã nói: vân tay không được nhạy, 2 chạm bật/tắt màn hình khóa có lúc muốn đấm màn hình vẫn không sáng, có lúc sáng lên thì chả thấy dấu vân tay đâu, phải gõ mật khẩu. Camera trước chụp quá ngon (nhưng mình không sử dụng được do... xấu quá! 😀), còn camera sau thì độ phân giải cho lắm vào mà chụp ban ngày ánh sáng tốt vẫn cho ra ảnh nát bét dù dùng cả chế độ tùy chỉnh chuyên nghiệp (hay tại mình dùng máy ảnh DSLR nên hơi khắt khe nhỉ!). - Về thiết kế: Rất thích mặt trước không khiếm khuyết. Hiển thị đẹp. Mặt sau nhìn khá sang, đẹp (nhưng bọc cái áp lưng tặng kèm vào làm xấu đi mất). Điểm trừ: phần thân trên dày hơn thân dưới khá nhiều, máy nặng. Ngoài lề tí, góp ý cho TGDD, quy định của TGDD về việc tiếp đón của nhân viên nhiệt tình quá làm khách hàng cảm thấy khó chịu. Tôi phải dùng từ KHÓ CHỊU. Khách đến nhà, chào 2 lần khi vào và khi chia tay là đủ. Ai đời khách đã vào nhà mà qua cái chào, lại cái chào. Còn thêm nhân viên giữ xe, cứ giành dắt xe giùm dù xe đang ở chỗ trống và mình thừa khả năng làm việc đó, tự dưng làm cho mình cảm giác thấy mình trở nên vô dụng.",1
 Rất tốt.  Tuy nhiên mình muốn hỏi là máy khi mua thì đã được dán chống trầy hay cường lực vậy ạ? ,1
" mình thấy nó không có gì đặc sắc, được cái bề ngoài đẹp, nhưng vân tay không nhạy, pin cũng mau hết, camera cũng bình thường, vì máy mới nên phần chơi game không đánh giá được. Nói chung thì còn nhiều lựa chọn tốt hơn trong tầm giá.",0
 Mình mua dc 4ng.nhận xét như sau.lần đâu sd oppo mà nhiều phản ánh nhiều về đông mấy này.cùng lo lắng bạn khuẩn.nên qd xài thư xem sao nhị đã phản ánh.nào là pin mầu tụt.mấy bị đó.lóa nhớ nghe ko rõ.những mới mua về thật sự là vậy.khi tại phiên bản cao nhất mới.là hoàn toàn mới hết.nghe rất rõ.rừng mạnh.pin xài ít chơi gema dc một ngay rưỡi.mấy sắc và thao tác rất lạ mặt.ko hr nóng nhẹ.đó là thật sự là như vậy .kluan là tốt và đang để xài.những đặc biệt mới về vẫn tay rầy la ko nhảy cập nhật mới nhảy vô cùng.các bạn cũ ytam nhẹ.ko cho 5sao sau khi cao nhất mới,1
" Máy đẹp, pin ổn, dùng khá mượt, chơi game ok.Camera đẹp, camera selfie rất nịnh mắt . Nói chung rất chim ưng",1
" Vừa mua được một ngày thấy hoạt động vẫn ổn nhưng pin nhanh hết quá, thấy rất không hài lòng về pin của đt",0
" Sản phẩm tuyệt vời , nhân viên ngã tư 550 dĩ an bình dương, nhiệt tình , chu đáo.",1
" Vân tay không nhạy. Pin tụt hơi nhanh. Camera sau chán. Quay video không rõ,mờ . Còn lại thấy cũng tạm",0
" Máy ổn nhưng mỗi tội pin hết hơi nhanh,cấu hình rất ổn,nhưng vân tay không nhạy cho lắm",1
 Vân tay dưới màn hình k đc nhạy lắm. Phải ấn gĩu lâu lắm mới nhận đc chỉ chán mỗi mở khoá vân tay ,1
 Máy nhìn chung OK chip mạnh chụp hình đẹp sắc siêu nhanh. Máy năng cầm chắc tay. Ai bình luận sao chứ mình thấy quá tuyệt vời. Không có điểm trừ sở.,1
" đã mua máy ở siêu thị ấp chánh,chợ đức lập máy đẹp,chơi game rất mượt,nhân viên rất nhiệt tình",1
" Do mình bị mất F11 pro nên mới phải mua máy mới nên chuyển qua Reno 2f luôn. Điều làm mình khó chịu là cảm biến vân tay ko được nhạy, đè tay nhiều lần cứ bị từ chối, trong khi máy F11 pro cũ mình chạm phát mở máy luôn. Những điểm khác mình chưa muốn so sánh nhưng vân tay ko nhạy là thấy mất điểm rồi đó.",0
 Mua máy được 1 tháng . Ra thế giới Di động 2 lần .. lổi sao cứ quảng cáo che hết màng hình hoài không hết .  Lý do tại sao vậy,0
" Máy hoạt động ổn nhưng pin thì sụt nhanh kinh khủng, vân tay thì không nhạy và bất tiện hơn so với vân tay phía sau.",0
" Máy hoạt động tương đối ổn định tuy nhiên pin sụt nhanh, tỉ lệ chai pin cũng nhanh k kém 😥😥",0
" Máy đẹp, ổn nhưng mà xài được hơn tuần thì bị văng mấy ứng dụng nhẹ nhàng như là Messenger, pin 4000 mà xuống quá nhanh, đem ra của hàng thegioididong có được kiểm tra không admin",0
 Đã nhận máy ngày hôm nay....cảm thấy rất ok...máy ngon trong tầm giá. Cầm nắm rất vừa vặn... ,1
" Màn hình tràn viền mỏng rất đẹp, oai.Nhiều người nói pin tụt nhưng tui lướt face, mess, goole,.... mãi pin từ chiều tối hôm qua đến giờ vẫn trên 70. Rất xứng đáng( hơn a51) trong tầm giá dưới 8 triệu.",1
" Mới mua hôm qua , hôm nay giảm giá...đau lòng...mới mấy tiếng, k có gì buồn hơn luôn. Mà có ai cho hỏi loa kép là ntn k ạ ",0
" Lần đầu nhìn máy rất ấn tượng về thiết kế, camera chụp rất đẹp, đúng là oppo chuyên camera nên tấm nào chụp cũng đẹp, pin sạc nhanh VOOC nên không sợ vấn đề về pin. Mình ghét màn hình khuyết điểm như đục lỗ, giọt nước,....  Nhưng Reno2 F đã làm tốt điều này, điểm cộng là máy dùng tấm nền AMOLED nên màu sắc rực rỡ. Máy tác vụ khá mượt, nhưng game thì tạm ổn. Nói chung, mình rất hài lòng vố sản phẩm này.",1
" Tuyệt vời quá oppo reno 2f . dùng mượt mà ổn định ạ , màn đẹp , loa to , cam trước và sau đều đẹp ",1
 Mọi thứ OK,1
" Sài hơn nữa tháng bình thường,đến khi cập nhập bản ( colorOS 6.1 )là máy bị lỗi nhạc chuông bên ứng dụng masseger, khi tắt cuộc gọi thứ nhất  ứng dụng hiện thỉ mục đánh giá cuộc gọi bao nhiêu sao (**5 sao ) nếu không ấn vào tùy chọn  ( LÚC KHÁC)   thì cuộc gọi thứ hai trở về sau  xẽ không có chuông, trừ khi khởi động lại,hoạc gọi lại để ấn vào tùy chọn đó ( mình đã đổi đến hai cái máy và bị tình trạng ngư nhau)",1
" Máy chạy rất ổn định, ko bị giật lag, trong tầm giá này thì 2F quá oke, sử dụng mượt mà, chụp ảnh rất đẹp, đặc biệt máy có tính năng sạc nhanh nữa chưa đầy 1h30p là đầy pin rồi rất hài lòng về sp",1
" Sao bắt Wi-Fi kém quá v full vạch mà,  điện thoại cũ của tui còn nhanh hơn ở phần này k biết có bị lỗi k :(( nãn ",0
" Xài dc 1 tháng rồi và có cảm nhận máy rất mượt,đa nhiệm tốt,vân tay nhạy,cam thò thụt có tùy chỉnh đèn,chụp ảnh đẹp,nhất là khả năng chụp đêm xử lý tốt,tự sướng thì quá ok,camera góc rộng nên chụp trong điều kiện đủ sáng thì sẽ đẹp hơn,camera macro thì bình thường, có nhiều chế độ chụp và sửa ảnh. Màn hình tràn viền trải nghiệm rất đã,thiết kế đẹp,cầm hơi nặng tay nhưng thoải mái,màn hình có độ sáng rất cao nên khỏi lo xài máy ngoài trời nhé,bạn nào hay chơi game nặng thì ko nên mua máy này,với Helio P70 thì chỉ chiến game trung bình,xài lướt Facebook,youtube,chụp hình thì máy này dư sức đáp ứng,mình xài thấy bắt wifi,4G tốt nhé.Sạc pin nhanh,loa thì cũng khá to. Pin con này có thể xài liên tục khoảng 8h,nếu xài vừa thì đủ dùng 1 ngày,nói chung pin ko trâu. Mình xài thì chưa thấy lỗi lầm gì,ko chiến game nhiều nên mua máy thấy rất ưng,phù hợp nhu cầu,rất hợp với các bạn nữ lun nha,chụp hình tự sướng đẹp,nói túm lại nên mua :-)",1
 sai lầm khi mua . ram 8g mà quá đơ...chẳng được cái nết j .. suy nghĩ thêm về việc sẽ trả hàng ,0
" Máy xài rất tốt, chụp ảnh đẹp, ko bị lỗi lầm gì, thiết kế bằng kính quá đẹp, vân tay nhạy",1
